date,country,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,people_fully_vaccinated_per_hundred_2,people_fully_vaccinated_per_hundred_ave,daily_vaccinations_per_million_ave
2021-01-04,Italy,0.32,0.0,435.0,0.01,0.005,739.3269230769231
2021-01-04,Scotland,2.17,0.0,561.0,0.07,0.005,739.3269230769231
2021-01-04,World,0.12,0.0,156.0,0.04,0.005,739.3269230769231
2021-01-05,Asia,0.04,0.0,145.0,0.02,0.016,770.3703703703703
2021-01-05,Belgium,0.02,0.0,28.0,0.01,0.016,770.3703703703703
2021-01-05,Denmark,1.14,0.0,1208.0,0.08,0.016,770.3703703703703
2021-01-05,England,2.22,0.14,905.0,0.77,0.016,770.3703703703703
2021-01-05,Europe,0.46,0.0,417.0,0.08,0.016,770.3703703703703
2021-01-05,European Union,0.28,0.0,339.0,0.03,0.016,770.3703703703703
2021-01-05,Germany,0.47,0.0,518.0,0.09,0.016,770.3703703703703
2021-01-05,High income,0.73,0.0,674.0,0.28,0.016,770.3703703703703
2021-01-05,Israel,18.01,0.0,14522.0,6.82,0.016,770.3703703703703
2021-01-05,Italy,0.45,0.0,620.0,0.02,0.016,770.3703703703703
2021-01-05,Scotland,2.33,0.02,588.0,0.08,0.016,770.3703703703703
2021-01-05,World,0.13,0.0,179.0,0.05,0.016,770.3703703703703
2021-01-06,Asia,0.04,0.0,148.0,0.02,0.024615384615384615,798.8363636363637
2021-01-06,Belgium,0.06,0.0,70.0,0.01,0.024615384615384615,798.8363636363637
2021-01-06,Canada,0.48,0.0,376.0,0.1,0.024615384615384615,798.8363636363637
2021-01-06,Denmark,1.47,0.0,1403.0,0.11,0.024615384615384615,798.8363636363637
2021-01-06,England,2.38,0.28,854.0,0.78,0.024615384615384615,798.8363636363637
2021-01-06,Europe,0.49,0.0,438.0,0.1,0.024615384615384615,798.8363636363637
2021-01-06,European Union,0.33,0.0,372.0,0.06,0.024615384615384615,798.8363636363637
2021-01-06,Germany,0.54,0.0,518.0,0.15,0.024615384615384615,798.8363636363637
2021-01-06,High income,0.8,0.0,675.0,0.31,0.024615384615384615,798.8363636363637
2021-01-06,Israel,19.2,0.0,13702.0,8.48,0.024615384615384615,798.8363636363637
2021-01-06,Italy,0.56,0.0,761.0,0.02,0.024615384615384615,798.8363636363637
2021-01-06,Latvia,0.25,0.0,179.0,0.11,0.024615384615384615,798.8363636363637
2021-01-06,North America,0.94,0.0,637.0,0.37,0.024615384615384615,798.8363636363637
2021-01-06,Scotland,2.51,0.04,645.0,0.08,0.024615384615384615,798.8363636363637
2021-01-06,World,0.14,0.0,179.0,0.05,0.024615384615384615,798.8363636363637
2021-01-07,Asia,0.04,0.0,57.0,0.02,0.03538461538461538,900.3508771929825
2021-01-07,Belgium,0.13,0.0,173.0,0.01,0.03538461538461538,900.3508771929825
2021-01-07,Canada,0.58,0.0,461.0,0.11,0.03538461538461538,900.3508771929825
2021-01-07,Denmark,1.76,0.0,1673.0,0.15,0.03538461538461538,900.3508771929825
2021-01-07,England,2.74,0.42,1140.0,0.78,0.03538461538461538,900.3508771929825
2021-01-07,Europe,0.54,0.0,492.0,0.11,0.03538461538461538,900.3508771929825
2021-01-07,European Union,0.41,0.0,461.0,0.09,0.03538461538461538,900.3508771929825
2021-01-07,Germany,0.61,0.0,525.0,0.2,0.03538461538461538,900.3508771929825
2021-01-07,High income,0.89,0.0,781.0,0.35,0.03538461538461538,900.3508771929825
2021-01-07,Israel,20.54,0.0,13003.0,10.37,0.03538461538461538,900.3508771929825
2021-01-07,Italy,0.71,0.0,918.0,0.06,0.03538461538461538,900.3508771929825
2021-01-07,Latvia,0.29,0.0,241.0,0.11,0.03538461538461538,900.3508771929825
2021-01-07,North America,1.05,0.0,792.0,0.41,0.03538461538461538,900.3508771929825
2021-01-07,Scotland,2.71,0.04,820.0,0.09,0.03538461538461538,900.3508771929825
2021-01-07,World,0.16,0.0,141.0,0.06,0.03538461538461538,900.3508771929825
2021-01-08,Asia,0.04,0.0,58.0,0.03,0.04214285714285715,1012.1754385964912
2021-01-08,Belgium,0.21,0.0,288.0,0.01,0.04214285714285715,1012.1754385964912
2021-01-08,Canada,0.69,0.01,594.0,0.13,0.04214285714285715,1012.1754385964912
2021-01-08,Denmark,1.9,0.0,1819.0,0.25,0.04214285714285715,1012.1754385964912
2021-01-08,England,3.18,0.53,1711.0,0.78,0.04214285714285715,1012.1754385964912
2021-01-08,Europe,0.59,0.0,557.0,0.13,0.04214285714285715,1012.1754385964912
2021-01-08,European Union,0.5,0.0,567.0,0.11,0.04214285714285715,1012.1754385964912
2021-01-08,Germany,0.68,0.0,588.0,0.24,0.04214285714285715,1012.1754385964912
2021-01-08,High income,0.99,0.0,916.0,0.39,0.04214285714285715,1012.1754385964912
2021-01-08,Israel,21.31,0.0,12922.0,11.19,0.04214285714285715,1012.1754385964912
2021-01-08,Italy,0.87,0.0,1116.0,0.08,0.04214285714285715,1012.1754385964912
2021-01-08,Latvia,0.34,0.0,296.0,0.12,0.04214285714285715,1012.1754385964912
2021-01-08,North America,1.19,0.0,990.0,0.48,0.04214285714285715,1012.1754385964912
2021-01-08,Scotland,2.92,0.05,1119.0,0.09,0.04214285714285715,1012.1754385964912
2021-01-08,Slovenia,1.44,0.0,1273.0,0.49,0.04214285714285715,1012.1754385964912
2021-01-08,World,0.17,0.0,165.0,0.06,0.04214285714285715,1012.1754385964912
2021-01-09,Asia,0.04,0.0,200.0,0.03,0.0008333333333333334,1054.9137931034484
2021-01-09,Belgium,0.24,0.0,328.0,0.01,0.0008333333333333334,1054.9137931034484
2021-01-09,Canada,0.78,0.01,710.0,0.14,0.0008333333333333334,1054.9137931034484
2021-01-09,Denmark,1.93,0.0,1656.0,0.37,0.0008333333333333334,1054.9137931034484
2021-01-09,Europe,0.62,0.0,431.0,0.14,0.0008333333333333334,1054.9137931034484
2021-01-09,European Union,0.54,0.0,596.0,0.13,0.0008333333333333334,1054.9137931034484
2021-01-09,Germany,0.75,0.0,608.0,0.3,0.0008333333333333334,1054.9137931034484
2021-01-09,High income,1.01,0.0,778.0,0.43,0.0008333333333333334,1054.9137931034484
2021-01-09,Israel,21.82,0.0,12474.0,11.81,0.0008333333333333334,1054.9137931034484
2021-01-09,Italy,1.01,0.0,1230.0,0.13,0.0008333333333333334,1054.9137931034484
2021-01-09,Latvia,0.35,0.0,306.0,0.12,0.0008333333333333334,1054.9137931034484
2021-01-09,North America,1.19,0.0,654.0,0.52,0.0008333333333333334,1054.9137931034484
2021-01-09,Slovenia,1.46,0.0,1263.0,0.51,0.0008333333333333334,1054.9137931034484
2021-01-09,World,0.18,0.0,211.0,0.07,0.0008333333333333334,1054.9137931034484
2021-01-10,Asia,0.06,0.01,199.0,0.03,0.24789473684210525,1130.5833333333333
2021-01-10,Belgium,0.24,0.0,333.0,0.01,0.24789473684210525,1130.5833333333333
2021-01-10,Canada,0.84,0.01,778.0,0.15,0.24789473684210525,1130.5833333333333
2021-01-10,Denmark,1.95,0.0,1534.0,0.48,0.24789473684210525,1130.5833333333333
2021-01-10,England,3.48,0.67,2974.0,0.78,0.24789473684210525,1130.5833333333333
2021-01-10,Europe,0.76,0.05,634.0,0.15,0.24789473684210525,1130.5833333333333
2021-01-10,European Union,0.58,0.0,640.0,0.15,0.24789473684210525,1130.5833333333333
2021-01-10,Germany,0.79,0.0,630.0,0.32,0.24789473684210525,1130.5833333333333
2021-01-10,High income,1.17,0.05,896.0,0.46,0.24789473684210525,1130.5833333333333
2021-01-10,Israel,22.25,0.07,10726.0,13.43,0.24789473684210525,1130.5833333333333
2021-01-10,Italy,1.11,0.0,1288.0,0.18,0.24789473684210525,1130.5833333333333
2021-01-10,North America,1.2,0.0,659.0,0.56,0.24789473684210525,1130.5833333333333
2021-01-10,Northern Ireland,4.12,0.74,3868.0,1.2,0.24789473684210525,1130.5833333333333
2021-01-10,Scotland,2.99,0.05,1286.0,0.1,0.24789473684210525,1130.5833333333333
2021-01-10,Slovenia,1.46,0.0,1225.0,0.52,0.24789473684210525,1130.5833333333333
2021-01-10,United Kingdom,3.37,0.58,2731.0,0.69,0.24789473684210525,1130.5833333333333
2021-01-10,Wales,2.73,0.0,1602.0,0.02,0.24789473684210525,1130.5833333333333
2021-01-10,World,0.2,0.01,231.0,0.08,0.24789473684210525,1130.5833333333333
2021-01-11,Asia,0.06,0.01,198.0,0.03,0.1336842105263158,1735.5076923076922
2021-01-11,Belgium,0.29,0.0,402.0,0.01,0.1336842105263158,1735.5076923076922
2021-01-11,Canada,0.94,0.01,838.0,0.17,0.1336842105263158,1735.5076923076922
2021-01-11,Denmark,1.96,0.0,1492.0,0.52,0.1336842105263158,1735.5076923076922
2021-01-11,England,3.7,0.7,3260.0,0.79,0.1336842105263158,1735.5076923076922
2021-01-11,Estonia,0.89,0.0,926.0,0.23,0.1336842105263158,1735.5076923076922
2021-01-11,Europe,0.84,0.06,697.0,0.18,0.1336842105263158,1735.5076923076922
2021-01-11,European Union,0.68,0.0,693.0,0.2,0.1336842105263158,1735.5076923076922
2021-01-11,Germany,0.87,0.0,667.0,0.37,0.1336842105263158,1735.5076923076922
2021-01-11,High income,1.4,0.05,1155.0,0.5,0.1336842105263158,1735.5076923076922
2021-01-11,Israel,22.5,0.29,8884.0,15.04,0.1336842105263158,1735.5076923076922
2021-01-11,Italy,1.24,0.0,1317.0,0.29,0.1336842105263158,1735.5076923076922
2021-01-11,Latvia,0.44,0.0,409.0,0.15,0.1336842105263158,1735.5076923076922
2021-01-11,North America,1.59,0.0,1133.0,0.58,0.1336842105263158,1735.5076923076922
2021-01-11,Northern Ireland,4.45,0.81,3882.0,1.2,0.1336842105263158,1735.5076923076922
2021-01-11,Scotland,3.22,0.05,1575.0,0.11,0.1336842105263158,1735.5076923076922
2021-01-11,Slovenia,1.48,0.0,1183.0,0.52,0.1336842105263158,1735.5076923076922
2021-01-11,United Kingdom,3.58,0.61,2689.0,0.7,0.1336842105263158,1735.5076923076922
2021-01-11,Wales,2.89,0.0,1610.0,0.02,0.1336842105263158,1735.5076923076922
2021-01-11,World,0.24,0.01,272.0,0.08,0.1336842105263158,1735.5076923076922
2021-01-12,Asia,0.06,0.01,174.0,0.04,0.16421052631578945,1760.2878787878788
2021-01-12,Belgium,0.43,0.0,577.0,0.03,0.16421052631578945,1760.2878787878788
2021-01-12,Canada,1.02,0.01,883.0,0.19,0.16421052631578945,1760.2878787878788
2021-01-12,Denmark,1.96,0.0,1181.0,0.55,0.16421052631578945,1760.2878787878788
2021-01-12,England,4.01,0.72,3588.0,0.79,0.16421052631578945,1760.2878787878788
2021-01-12,Estonia,1.01,0.0,902.0,0.36,0.16421052631578945,1760.2878787878788
2021-01-12,Europe,0.93,0.06,769.0,0.22,0.16421052631578945,1760.2878787878788
2021-01-12,European Union,0.78,0.0,741.0,0.26,0.16421052631578945,1760.2878787878788
2021-01-12,Germany,0.97,0.0,712.0,0.43,0.16421052631578945,1760.2878787878788
2021-01-12,High income,1.49,0.06,1118.0,0.54,0.16421052631578945,1760.2878787878788
2021-01-12,Israel,22.77,0.7,7807.0,16.5,0.16421052631578945,1760.2878787878788
2021-01-12,Italy,1.38,0.0,1323.0,0.42,0.16421052631578945,1760.2878787878788
2021-01-12,Latvia,0.53,0.0,465.0,0.19,0.16421052631578945,1760.2878787878788
2021-01-12,North America,1.66,0.0,1152.0,0.61,0.16421052631578945,1760.2878787878788
2021-01-12,Northern Ireland,4.83,0.94,4068.0,1.21,0.16421052631578945,1760.2878787878788
2021-01-12,Scotland,3.51,0.05,1773.0,0.12,0.16421052631578945,1760.2878787878788
2021-01-12,Slovenia,1.57,0.0,1142.0,0.6,0.16421052631578945,1760.2878787878788
2021-01-12,United Kingdom,3.89,0.63,2770.0,0.7,0.16421052631578945,1760.2878787878788
2021-01-12,Wales,3.22,0.0,1841.0,0.02,0.16421052631578945,1760.2878787878788
2021-01-12,World,0.25,0.01,266.0,0.09,0.16421052631578945,1760.2878787878788
2021-01-13,Asia,0.06,0.01,204.0,0.04,0.18666666666666668,1782.2205882352941
2021-01-13,Belgium,0.61,0.0,796.0,0.06,0.18666666666666668,1782.2205882352941
2021-01-13,Canada,1.08,0.03,893.0,0.22,0.18666666666666668,1782.2205882352941
2021-01-13,Chile,0.06,0.01,8.0,0.05,0.18666666666666668,1782.2205882352941
2021-01-13,Denmark,2.18,0.0,1021.0,0.62,0.18666666666666668,1782.2205882352941
2021-01-13,England,4.43,0.74,3992.0,0.79,0.18666666666666668,1782.2205882352941
2021-01-13,Estonia,1.11,0.0,878.0,0.47,0.18666666666666668,1782.2205882352941
2021-01-13,Europe,1.07,0.06,928.0,0.25,0.18666666666666668,1782.2205882352941
2021-01-13,European Union,0.91,0.0,851.0,0.31,0.18666666666666668,1782.2205882352941
2021-01-13,Germany,1.1,0.0,794.0,0.5,0.18666666666666668,1782.2205882352941
2021-01-13,High income,1.56,0.07,1242.0,0.6,0.18666666666666668,1782.2205882352941
2021-01-13,Israel,23.37,1.36,7900.0,17.94,0.18666666666666668,1782.2205882352941
2021-01-13,Italy,1.53,0.0,1393.0,0.52,0.18666666666666668,1782.2205882352941
2021-01-13,Latvia,0.61,0.0,521.0,0.23,0.18666666666666668,1782.2205882352941
2021-01-13,North America,1.68,0.0,1292.0,0.66,0.18666666666666668,1782.2205882352941
2021-01-13,Northern Ireland,5.42,1.0,4455.0,1.26,0.18666666666666668,1782.2205882352941
2021-01-13,Scotland,3.81,0.06,1945.0,0.12,0.18666666666666668,1782.2205882352941
2021-01-13,Slovenia,1.79,0.0,1098.0,0.83,0.18666666666666668,1782.2205882352941
2021-01-13,South America,0.0,0.0,43.0,0.01,0.18666666666666668,1782.2205882352941
2021-01-13,United Kingdom,4.3,0.65,2988.0,0.7,0.18666666666666668,1782.2205882352941
2021-01-13,Wales,3.58,0.0,2138.0,0.02,0.18666666666666668,1782.2205882352941
2021-01-13,World,0.27,0.01,311.0,0.1,0.18666666666666668,1782.2205882352941
2021-01-14,Asia,0.07,0.01,215.0,0.04,0.24545454545454548,1885.3188405797102
2021-01-14,Belgium,0.81,0.0,982.0,0.12,0.24545454545454548,1885.3188405797102
2021-01-14,Canada,1.18,0.04,909.0,0.24,0.24545454545454548,1885.3188405797102
2021-01-14,Chile,0.07,0.03,59.0,0.05,0.24545454545454548,1885.3188405797102
2021-01-14,Denmark,2.48,0.0,1038.0,0.76,0.24545454545454548,1885.3188405797102
2021-01-14,England,4.92,0.75,4187.0,0.79,0.24545454545454548,1885.3188405797102
2021-01-14,Estonia,1.25,0.0,926.0,0.58,0.24545454545454548,1885.3188405797102
2021-01-14,Europe,1.18,0.06,1018.0,0.3,0.24545454545454548,1885.3188405797102
2021-01-14,European Union,1.02,0.0,896.0,0.38,0.24545454545454548,1885.3188405797102
2021-01-14,Germany,1.2,0.0,844.0,0.55,0.24545454545454548,1885.3188405797102
2021-01-14,High income,1.66,0.18,1334.0,0.67,0.24545454545454548,1885.3188405797102
2021-01-14,Israel,24.02,2.15,8052.0,19.44,0.24545454545454548,1885.3188405797102
2021-01-14,Italy,1.69,0.0,1397.0,0.67,0.24545454545454548,1885.3188405797102
2021-01-14,Latvia,0.71,0.0,597.0,0.27,0.24545454545454548,1885.3188405797102
2021-01-14,North America,1.77,0.23,1387.0,0.74,0.24545454545454548,1885.3188405797102
2021-01-14,Northern Ireland,6.05,1.02,4817.0,1.27,0.24545454545454548,1885.3188405797102
2021-01-14,Scotland,4.12,0.06,2099.0,0.13,0.24545454545454548,1885.3188405797102
2021-01-14,Slovenia,2.12,0.0,1183.0,1.1,0.24545454545454548,1885.3188405797102
2021-01-14,South America,0.0,0.0,45.0,0.01,0.24545454545454548,1885.3188405797102
2021-01-14,United Kingdom,4.77,0.65,3275.0,0.7,0.24545454545454548,1885.3188405797102
2021-01-14,United States,2.9,0.4,2234.0,1.27,0.24545454545454548,1885.3188405797102
2021-01-14,Wales,4.01,0.0,2516.0,0.02,0.24545454545454548,1885.3188405797102
2021-01-14,World,0.29,0.03,334.0,0.11,0.24545454545454548,1885.3188405797102
2021-01-15,Asia,0.07,0.01,228.0,0.04,0.25,1959.9285714285713
2021-01-15,Belgium,1.02,0.0,1158.0,0.2,0.25,1959.9285714285713
2021-01-15,Canada,1.3,0.05,935.0,0.27,0.25,1959.9285714285713
2021-01-15,Chile,0.07,0.04,85.0,0.05,0.25,1959.9285714285713
2021-01-15,Denmark,2.74,0.0,1203.0,1.07,0.25,1959.9285714285713
2021-01-15,England,5.49,0.75,4378.0,0.8,0.25,1959.9285714285713
2021-01-15,Estonia,1.34,0.0,825.0,0.73,0.25,1959.9285714285713
2021-01-15,Europe,1.3,0.06,1111.0,0.33,0.25,1959.9285714285713
2021-01-15,European Union,1.14,0.0,943.0,0.45,0.25,1959.9285714285713
2021-01-15,Germany,1.3,0.0,892.0,0.62,0.25,1959.9285714285713
2021-01-15,High income,1.81,0.2,1442.0,0.74,0.25,1959.9285714285713
2021-01-15,Israel,24.38,2.57,8056.0,20.19,0.25,1959.9285714285713
2021-01-15,Italy,1.83,0.0,1384.0,0.82,0.25,1959.9285714285713
2021-01-15,Latvia,0.81,0.0,671.0,0.32,0.25,1959.9285714285713
2021-01-15,Mexico,0.32,0.0,388.0,0.02,0.25,1959.9285714285713
2021-01-15,North America,1.95,0.28,1497.0,0.83,0.25,1959.9285714285713
2021-01-15,Northern Ireland,6.23,1.03,4532.0,1.28,0.25,1959.9285714285713
2021-01-15,Scotland,4.43,0.06,2250.0,0.14,0.25,1959.9285714285713
2021-01-15,Slovenia,2.35,0.01,1300.0,1.3,0.25,1959.9285714285713
2021-01-15,South America,0.0,0.0,35.0,0.02,0.25,1959.9285714285713
2021-01-15,United Kingdom,5.27,0.66,3612.0,0.71,0.25,1959.9285714285713
2021-01-15,United States,3.17,0.48,2388.0,1.43,0.25,1959.9285714285713
2021-01-15,Upper middle income,0.06,0.0,365.0,0.0,0.25,1959.9285714285713
2021-01-15,World,0.31,0.03,358.0,0.12,0.25,1959.9285714285713
2021-01-16,Asia,0.07,0.01,101.0,0.04,0.22653846153846155,1978.5211267605634
2021-01-16,Austria,1.22,0.0,1288.0,0.23,0.22653846153846155,1978.5211267605634
2021-01-16,Belgium,1.06,0.0,1182.0,0.23,0.22653846153846155,1978.5211267605634
2021-01-16,Canada,1.39,0.05,935.0,0.29,0.22653846153846155,1978.5211267605634
2021-01-16,Chile,0.07,0.04,86.0,0.05,0.22653846153846155,1978.5211267605634
2021-01-16,Czechia,1.11,0.0,946.0,0.36,0.22653846153846155,1978.5211267605634
2021-01-16,Denmark,2.82,0.0,1268.0,1.29,0.22653846153846155,1978.5211267605634
2021-01-16,England,5.98,0.76,4391.0,0.81,0.22653846153846155,1978.5211267605634
2021-01-16,Estonia,1.36,0.0,789.0,0.77,0.22653846153846155,1978.5211267605634
2021-01-16,Europe,1.36,0.06,1172.0,0.37,0.22653846153846155,1978.5211267605634
2021-01-16,European Union,1.18,0.0,949.0,0.5,0.22653846153846155,1978.5211267605634
2021-01-16,France,0.64,0.0,714.0,0.07,0.22653846153846155,1978.5211267605634
2021-01-16,Germany,1.37,0.01,888.0,0.68,0.22653846153846155,1978.5211267605634
2021-01-16,Greece,0.77,0.0,548.0,0.37,0.22653846153846155,1978.5211267605634
2021-01-16,High income,1.86,0.21,1494.0,0.81,0.22653846153846155,1978.5211267605634
2021-01-16,Israel,24.72,2.87,8235.0,20.68,0.22653846153846155,1978.5211267605634
2021-01-16,Italy,1.94,0.0,1332.0,0.97,0.22653846153846155,1978.5211267605634
2021-01-16,Latvia,0.84,0.0,698.0,0.34,0.22653846153846155,1978.5211267605634
2021-01-16,Mexico,0.36,0.0,430.0,0.03,0.22653846153846155,1978.5211267605634
2021-01-16,North America,1.96,0.28,1506.0,0.91,0.22653846153846155,1978.5211267605634
2021-01-16,Northern Ireland,6.36,1.07,4219.0,1.28,0.22653846153846155,1978.5211267605634
2021-01-16,Portugal,1.28,0.0,790.0,0.66,0.22653846153846155,1978.5211267605634
2021-01-16,Scotland,4.76,0.07,2642.0,0.14,0.22653846153846155,1978.5211267605634
2021-01-16,Slovenia,2.36,0.01,1305.0,1.3,0.22653846153846155,1978.5211267605634
2021-01-16,South America,0.0,0.0,35.0,0.02,0.22653846153846155,1978.5211267605634
2021-01-16,United Kingdom,5.7,0.66,3851.0,0.72,0.22653846153846155,1978.5211267605634
2021-01-16,Upper middle income,0.06,0.0,129.0,0.01,0.22653846153846155,1978.5211267605634
2021-01-16,World,0.32,0.03,289.0,0.13,0.22653846153846155,1978.5211267605634
2021-01-17,Asia,0.07,0.01,107.0,0.05,0.22,1937.4583333333333
2021-01-17,Austria,1.28,0.0,1342.0,0.25,0.22,1937.4583333333333
2021-01-17,Belgium,1.09,0.0,1217.0,0.23,0.22,1937.4583333333333
